,Unnamed: 0,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
441,441,of:0000000000000007,Port#:1,94,12803,12729,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1112,1004,-1,TCP-SYN,Attack
442,442,of:0000000000000007,Port#:2,559,12627543,6323996,383,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,7549,0,7549,0,True,0,6,1112,1004,-1,TCP-SYN,Attack
443,443,of:0000000000000007,Port#:3,378,6323754,12627375,555,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,6303287,0,6303287,0,True,0,6,1112,1004,-1,TCP-SYN,Attack
444,444,of:0000000000000008,Port#:1,96,12693,93107,1523,96,0,0,0,0,2,278,5462,98,5,0,0,0,0,1,518,64638,518,64638,518,True,0,7,2643,2546,-1,TCP-SYN,Attack
445,445,of:0000000000000008,Port#:2,555,12627375,6323754,378,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,7549,0,7549,0,True,0,7,2643,2546,-1,TCP-SYN,Attack
446,446,of:0000000000000008,Port#:3,1513,92671,12929,97,96,0,0,0,0,98,5464,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,7,2643,2546,-1,TCP-SYN,Attack
447,447,of:0000000000000005,Port#:1,386,6324195,6323586,374,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,7549,0,7549,0,True,0,6,1128,1036,-1,TCP-SYN,Attack
448,448,of:0000000000000005,Port#:2,271,6316319,12971,98,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1128,1036,-1,TCP-SYN,Attack
449,449,of:0000000000000005,Port#:3,96,12693,12971,98,96,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,6303287,0,6303287,0,True,0,6,1128,1036,-1,TCP-SYN,Attack
450,450,of:0000000000000006,Port#:1,1474,6381246,92419,1512,96,0,0,0,0,98,5462,5462,98,5,0,0,0,0,1,469,64152,469,64152,469,True,0,6,3165,3063,-1,TCP-SYN,Attack
451,451,of:0000000000000006,Port#:2,98,12971,12693,96,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,3165,3063,-1,TCP-SYN,Attack
452,452,of:0000000000000006,Port#:3,1523,93107,12693,96,96,0,0,0,0,98,5462,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3165,3063,-1,TCP-SYN,Attack
453,453,of:0000000000000009,Port#:1,1472,6380968,12971,98,96,0,0,0,0,98,5462,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1928,1830,-1,TCP-SYN,Attack
454,454,of:0000000000000009,Port#:2,98,12971,12561,89,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,518,64638,518,64638,518,True,0,5,1928,1830,-1,TCP-SYN,Attack
455,455,of:0000000000000009,Port#:3,98,13035,12684607,1647,96,0,0,0,0,2,280,5462,98,5,0,0,0,0,4,0,0,0,0,0,True,0,5,1928,1830,-1,TCP-SYN,Attack
456,456,of:000000000000000c,Port#:1,473,12615524,6332680,502,106,0,0,0,0,42,3045,2364419,69,4,0,0,0,0,1,0,0,0,0,0,True,0,6,1752,1652,-1,TCP-SYN,Attack
457,457,of:000000000000000c,Port#:2,237,16432,12620716,452,106,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1752,1652,-1,TCP-SYN,Attack
458,458,of:000000000000000c,Port#:3,848,18939465,6340074,609,106,0,0,0,0,69,2364415,3605,46,4,0,0,0,0,3,0,0,0,0,0,True,0,6,1752,1652,-1,TCP-SYN,Attack
459,459,of:000000000000000c,Port#:4,107,14125,6317278,278,106,0,0,0,0,4,556,560,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,1752,1652,-1,TCP-SYN,Attack
460,460,of:000000000000000a,Port#:1,345,23833,18924805,633,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,6303632,0,6303632,0,True,0,8,3942,3857,-1,TCP-SYN,Attack
461,461,of:000000000000000a,Port#:2,1398,75776,89115,1494,106,0,0,0,0,92,4968,5528,96,5,0,0,0,0,2,448,74142,448,74142,448,True,0,8,3942,3857,-1,TCP-SYN,Attack
462,462,of:000000000000000a,Port#:3,106,14083,103727,1705,106,0,0,0,0,4,556,5528,96,5,0,0,0,0,3,0,0,0,0,0,True,0,8,3942,3857,-1,TCP-SYN,Attack
463,463,of:000000000000000a,Port#:4,1840,12695697,14197,107,106,0,0,0,0,96,5524,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,8,3942,3857,-1,TCP-SYN,Attack
464,464,of:000000000000000b,Port#:1,191,6304760,21844,218,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,506,447,-1,TCP-SYN,Attack
465,465,of:000000000000000b,Port#:2,218,21796,6317903,285,106,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,6303632,0,6303632,0,True,0,6,506,447,-1,TCP-SYN,Attack
466,466,of:0000000000000003,Port#:1,298,6312076,6325131,391,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,4229,4131,-1,TCP-SYN,Attack
467,467,of:0000000000000003,Port#:2,1921,18986044,112118,1830,106,0,0,0,0,159,2500043,8581,138,5,0,0,0,0,2,759,81819,759,81819,759,True,0,8,4229,4131,-1,TCP-SYN,Attack
468,468,of:0000000000000003,Port#:3,102,13883,13915,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,4229,4131,-1,TCP-SYN,Attack
469,469,of:0000000000000003,Port#:4,1830,111990,6392336,1667,106,0,0,0,0,138,8581,5470,95,5,0,0,0,0,4,448,74142,448,74142,448,True,0,8,4229,4131,-1,TCP-SYN,Attack
470,470,of:0000000000000004,Port#:1,103,13957,13841,101,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,7,3663,3571,-1,TCP-SYN,Attack
471,471,of:0000000000000004,Port#:2,1667,6392336,111990,1830,106,0,0,0,0,96,5524,8635,139,5,0,0,0,0,2,847,81819,847,81819,847,True,0,7,3663,3571,-1,TCP-SYN,Attack
472,472,of:0000000000000004,Port#:3,1818,111260,6392336,1667,106,0,0,0,0,139,8635,5524,96,5,0,0,0,0,3,496,74142,496,74142,496,True,0,7,3663,3571,-1,TCP-SYN,Attack
473,473,of:0000000000000001,Port#:1,186,6304415,21838,219,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,882,787,-1,TCP-SYN,Attack
474,474,of:0000000000000001,Port#:2,126,8789,6317575,281,106,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,882,787,-1,TCP-SYN,Attack
475,475,of:0000000000000001,Port#:3,102,13915,13883,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,882,787,-1,TCP-SYN,Attack
476,476,of:0000000000000001,Port#:4,382,6324698,6325349,395,106,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,882,787,-1,TCP-SYN,Attack
477,477,of:0000000000000002,Port#:1,12,1016,14215,108,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,210,154,-1,TCP-SYN,Attack
478,478,of:0000000000000002,Port#:2,102,13883,13915,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,210,154,-1,TCP-SYN,Attack
479,479,of:0000000000000007,Port#:1,103,13957,13841,101,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1319,1211,-1,TCP-SYN,Attack
480,480,of:0000000000000007,Port#:2,741,18932058,6325150,392,106,0,0,0,0,69,2364415,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1319,1211,-1,TCP-SYN,Attack
481,481,of:0000000000000007,Port#:3,386,6324866,18931890,737,106,0,0,0,0,4,556,2364415,69,5,0,0,0,0,3,630328,6303287,630328,6303287,630328,True,0,5,1319,1211,-1,TCP-SYN,Attack
482,482,of:0000000000000008,Port#:1,105,13847,111990,1830,106,0,0,0,0,4,556,8581,138,5,0,0,0,0,1,1718,81819,1718,81819,1718,True,0,7,3140,3043,-1,TCP-SYN,Attack
483,483,of:0000000000000008,Port#:2,737,18931890,6324866,386,106,0,0,0,0,72,2495685,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,7,3140,3043,-1,TCP-SYN,Attack
484,484,of:0000000000000008,Port#:3,1705,103727,14083,106,106,0,0,0,0,95,5474,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,3140,3043,-1,TCP-SYN,Attack
485,485,of:0000000000000005,Port#:1,395,6325349,6324698,382,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1338,1245,-1,TCP-SYN,Attack
486,486,of:0000000000000005,Port#:2,453,12620834,14125,107,106,0,0,0,0,72,2495685,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1338,1245,-1,TCP-SYN,Attack
487,487,of:0000000000000005,Port#:3,106,13917,14125,107,106,0,0,0,0,5,626,556,4,5,0,0,0,0,4,630328,6303287,630328,6303287,630328,True,0,5,1338,1245,-1,TCP-SYN,Attack
488,488,of:0000000000000006,Port#:1,1668,6392390,111314,1819,106,0,0,0,0,96,5524,8635,139,5,0,0,0,0,1,847,81819,847,81819,847,True,0,7,3685,3583,-1,TCP-SYN,Attack
489,489,of:0000000000000006,Port#:2,107,14125,13917,106,106,0,0,0,0,4,556,626,5,5,0,0,0,0,2,0,0,0,0,0,True,0,7,3685,3583,-1,TCP-SYN,Attack
490,490,of:0000000000000006,Port#:3,1831,112044,13847,105,106,0,0,0,0,139,8635,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,3685,3583,-1,TCP-SYN,Attack
491,491,of:0000000000000009,Port#:1,1666,6392112,14125,107,106,0,0,0,0,96,5524,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,5,2149,2051,-1,TCP-SYN,Attack
492,492,of:0000000000000009,Port#:2,107,14125,13673,97,106,0,0,0,0,4,556,556,4,4,0,0,0,0,3,491,74628,491,74628,491,True,0,5,2149,2051,-1,TCP-SYN,Attack
493,493,of:0000000000000009,Port#:3,107,14197,12695751,1841,106,0,0,0,0,4,560,5524,96,4,0,0,0,0,4,0,0,0,0,0,True,0,5,2149,2051,-1,TCP-SYN,Attack
494,494,of:000000000000000c,Port#:1,309,6312790,6330233,431,156,0,0,0,0,0,0,602,5,5,0,0,0,0,1,0,7218,0,7218,0,True,0,6,2445,2350,-1,TCP-SYN,Attack
495,495,of:000000000000000c,Port#:2,524,6327566,18937016,779,156,0,0,0,0,0,0,602,5,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2445,2350,-1,TCP-SYN,Attack
496,496,of:000000000000000c,Port#:3,948,25240048,26668,252,156,0,0,0,0,5,598,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2445,2350,-1,TCP-SYN,Attack
497,497,of:000000000000000c,Port#:4,319,6322255,6353751,776,156,0,0,0,0,5,598,602,5,5,0,0,0,0,4,0,6303353,0,6303353,0,True,0,6,2445,2350,-1,TCP-SYN,Attack
498,498,of:000000000000000a,Port#:1,478,12615885,6338569,554,156,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1617,1515,-1,TCP-SYN,Attack
499,499,of:000000000000000a,Port#:2,12,996,19218,147,156,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1617,1515,-1,TCP-SYN,Attack
500,500,of:000000000000000a,Port#:3,262,26985,18936832,772,156,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,1617,1515,-1,TCP-SYN,Attack
501,501,of:000000000000000a,Port#:4,551,6338097,19128,146,156,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,1617,1515,-1,TCP-SYN,Attack
502,502,of:000000000000000b,Port#:1,413,6319959,12634288,614,156,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1163,1097,-1,TCP-SYN,Attack
503,503,of:000000000000000b,Port#:2,263,27131,6322779,324,156,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1163,1097,-1,TCP-SYN,Attack
504,504,of:0000000000000003,Port#:1,288,6311151,6329544,427,156,0,0,0,0,100,6596,6303026,168,5,0,0,0,0,1,0,0,0,0,0,True,0,8,7113,7009,-1,TCP-SYN,Attack
505,505,of:0000000000000003,Port#:2,3033,6463097,19072245,3284,156,0,0,0,0,99,5362,5890,103,5,0,0,0,0,2,534,6437766,534,6437766,534,True,0,8,7113,7009,-1,TCP-SYN,Attack
506,506,of:0000000000000003,Port#:3,479,12624711,6479114,3136,156,0,0,0,0,168,6303026,12444,202,5,0,0,0,0,3,448,136504,448,136504,448,True,0,8,7113,7009,-1,TCP-SYN,Attack
507,507,of:0000000000000003,Port#:4,3227,12776692,27069,264,156,0,0,0,0,103,5890,598,5,5,0,0,0,0,4,0,0,0,0,0,True,0,8,7113,7009,-1,TCP-SYN,Attack
508,508,of:0000000000000004,Port#:1,3105,12768488,18646,137,156,0,0,0,0,102,5848,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,3907,3802,-1,TCP-SYN,Attack
509,509,of:0000000000000004,Port#:2,264,27069,12776692,3227,156,0,0,0,0,4,556,5848,102,5,0,0,0,0,2,534,6437766,534,6437766,534,True,0,5,3907,3802,-1,TCP-SYN,Attack
510,510,of:0000000000000004,Port#:3,422,6329815,6330380,436,156,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,3907,3802,-1,TCP-SYN,Attack
511,511,of:0000000000000001,Port#:1,301,6312282,6330426,436,156,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,True,0,8,7398,7299,-1,TCP-SYN,Attack
512,512,of:0000000000000001,Port#:2,2867,12743198,168725,2860,156,0,0,0,0,99,5346,5944,104,5,0,0,0,0,2,534,141850,534,141850,534,True,0,8,7398,7299,-1,TCP-SYN,Attack
513,513,of:0000000000000001,Port#:3,3483,19086064,12641041,713,156,0,0,0,0,104,5944,556,4,5,0,0,0,0,3,630335,6303353,630335,6303353,630335,True,0,8,7398,7299,-1,TCP-SYN,Attack
514,514,of:0000000000000001,Port#:4,641,6344790,12633080,599,156,0,0,0,0,4,556,598,5,5,0,0,0,0,4,721,7218,721,7218,721,True,0,8,7398,7299,-1,TCP-SYN,Attack
515,515,of:0000000000000002,Port#:1,911,25228298,12655710,932,156,0,0,0,0,164,6302470,7152,104,5,0,0,0,0,1,0,0,0,0,0,True,0,9,4716,4657,-1,TCP-SYN,Attack
516,516,of:0000000000000002,Port#:2,713,12641041,19086064,3483,156,0,0,0,0,4,556,5944,104,5,0,0,0,0,2,534,149068,534,149068,534,True,0,9,4716,4657,-1,TCP-SYN,Attack
517,517,of:0000000000000007,Port#:1,141,18814,18604,136,156,0,0,0,0,5,598,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1285,1171,-1,TCP-SYN,Attack
518,518,of:0000000000000007,Port#:2,773,18936507,26753,259,156,0,0,0,0,5,598,598,5,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1285,1171,-1,TCP-SYN,Attack
519,519,of:0000000000000007,Port#:3,250,26407,12632936,595,156,0,0,0,0,4,556,598,5,5,0,0,0,0,3,0,7218,0,7218,0,True,0,5,1285,1171,-1,TCP-SYN,Attack
520,520,of:0000000000000008,Port#:1,262,26953,6330519,438,156,0,0,0,0,5,598,598,5,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1875,1765,-1,TCP-SYN,Attack
521,521,of:0000000000000008,Port#:2,595,12632936,26407,250,156,0,0,0,0,5,598,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1875,1765,-1,TCP-SYN,Attack
522,522,of:0000000000000008,Port#:3,772,18936832,26985,262,156,0,0,0,0,4,560,598,5,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1875,1765,-1,TCP-SYN,Attack
523,523,of:0000000000000005,Port#:1,599,12633080,6344790,641,156,0,0,0,0,5,598,556,4,5,0,0,0,0,1,0,6303353,0,6303353,0,True,0,6,1713,1614,-1,TCP-SYN,Attack
524,524,of:0000000000000005,Port#:2,322,6322567,19024,146,156,0,0,0,0,5,598,598,5,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1713,1614,-1,TCP-SYN,Attack
525,525,of:0000000000000005,Port#:3,542,6337649,19024,146,156,0,0,0,0,5,598,598,5,5,0,0,0,0,4,0,7218,0,7218,0,True,0,6,1713,1614,-1,TCP-SYN,Attack
526,526,of:0000000000000006,Port#:1,436,6330380,6329815,422,156,0,0,0,0,5,598,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1549,1446,-1,TCP-SYN,Attack
527,527,of:0000000000000006,Port#:2,146,19024,6337649,542,156,0,0,0,0,5,598,598,5,5,0,0,0,0,2,0,6303353,0,6303353,0,True,0,5,1549,1446,-1,TCP-SYN,Attack
528,528,of:0000000000000006,Port#:3,438,6330519,26953,262,156,0,0,0,0,5,598,598,5,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1549,1446,-1,TCP-SYN,Attack
529,529,of:0000000000000009,Port#:1,321,6322525,6337371,540,156,0,0,0,0,5,598,598,5,5,0,0,0,0,1,0,6303353,0,6303353,0,True,0,5,1556,1451,-1,TCP-SYN,Attack
530,530,of:0000000000000009,Port#:2,320,6322459,18116,129,156,0,0,0,0,5,598,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1556,1451,-1,TCP-SYN,Attack
531,531,of:0000000000000009,Port#:3,146,19128,6338097,551,156,0,0,0,0,5,602,598,5,5,0,0,0,0,4,0,0,0,0,0,True,0,5,1556,1451,-1,TCP-SYN,Attack
532,532,of:000000000000000c,Port#:1,473,12615524,6333562,509,116,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,6303287,0,6303287,0,True,0,6,1774,1672,-1,TCP-SYN,Attack
533,533,of:000000000000000c,Port#:2,237,16432,12621598,459,116,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1774,1672,-1,TCP-SYN,Attack
534,534,of:000000000000000c,Port#:3,855,18940341,6340914,615,116,0,0,0,0,4,556,560,4,4,0,0,0,0,3,0,7677,0,7677,0,True,0,6,1774,1672,-1,TCP-SYN,Attack
535,535,of:000000000000000c,Port#:4,115,15071,6318160,285,116,0,0,0,0,5,626,560,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,1774,1672,-1,TCP-SYN,Attack
536,536,of:000000000000000a,Port#:1,345,23833,18925687,640,116,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,4652,4567,-1,TCP-SYN,Attack
537,537,of:000000000000000a,Port#:2,1710,94205,6404253,1876,116,0,0,0,0,138,8197,2500968,170,5,0,0,0,0,2,631419,6388336,631419,6388336,631419,True,0,8,4652,4567,-1,TCP-SYN,Attack
538,538,of:000000000000000a,Port#:3,113,14959,122996,2023,116,0,0,0,0,4,556,8757,142,5,0,0,0,0,3,0,0,0,0,0,True,0,8,4652,4567,-1,TCP-SYN,Attack
539,539,of:000000000000000a,Port#:4,2222,19010829,15079,114,116,0,0,0,0,170,2500964,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,8,4652,4567,-1,TCP-SYN,Attack
540,540,of:000000000000000b,Port#:1,191,6304760,22726,225,116,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,520,461,-1,TCP-SYN,Attack
541,541,of:000000000000000b,Port#:2,225,22678,6318785,292,116,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,520,461,-1,TCP-SYN,Attack
542,542,of:0000000000000003,Port#:1,472,12615478,6333498,507,116,0,0,0,0,68,2495128,3473,44,5,0,0,0,0,1,0,0,0,0,0,True,0,10,4956,4857,-1,TCP-SYN,Attack
543,543,of:0000000000000003,Port#:2,2125,18997064,123944,2040,116,0,0,0,0,100,5404,5890,103,5,0,0,0,0,2,523,93159,523,93159,523,True,0,10,4956,4857,-1,TCP-SYN,Attack
544,544,of:0000000000000003,Port#:3,108,14717,14791,109,116,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,10,4956,4857,-1,TCP-SYN,Attack
545,545,of:0000000000000003,Port#:4,2150,131349,12707592,2051,116,0,0,0,0,143,8807,2501088,172,5,0,0,0,0,4,250036,6388768,250036,6388768,250036,True,0,10,4956,4857,-1,TCP-SYN,Attack
546,546,of:0000000000000004,Port#:1,110,14833,14675,107,116,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,9,4379,4286,-1,TCP-SYN,Attack
547,547,of:0000000000000004,Port#:2,2050,12707538,131295,2149,116,0,0,0,0,171,2501034,8753,142,5,0,0,0,0,2,1832,92467,1832,92467,1832,True,0,9,4379,4286,-1,TCP-SYN,Attack
548,548,of:0000000000000004,Port#:3,2136,130523,12707468,2049,116,0,0,0,0,142,8753,2500964,170,5,0,0,0,0,3,315687,6388336,315687,6388336,315687,True,0,9,4379,4286,-1,TCP-SYN,Attack
549,549,of:0000000000000001,Port#:1,186,6304415,22784,227,116,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,902,806,-1,TCP-SYN,Attack
550,550,of:0000000000000001,Port#:2,126,8789,6318451,288,116,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,902,806,-1,TCP-SYN,Attack
551,551,of:0000000000000001,Port#:3,110,14861,14717,108,116,0,0,0,0,5,626,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,902,806,-1,TCP-SYN,Attack
552,552,of:0000000000000001,Port#:4,388,6325532,6326225,402,116,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,902,806,-1,TCP-SYN,Attack
553,553,of:0000000000000002,Port#:1,12,1016,15091,115,116,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,223,167,-1,TCP-SYN,Attack
554,554,of:0000000000000002,Port#:2,108,14717,14861,110,116,0,0,0,0,4,556,626,5,5,0,0,0,0,2,0,0,0,0,0,True,0,4,223,167,-1,TCP-SYN,Attack
555,555,of:0000000000000007,Port#:1,111,14903,14675,107,116,0,0,0,0,5,626,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1346,1237,-1,TCP-SYN,Attack
556,556,of:0000000000000007,Port#:2,748,18932934,6326026,399,116,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1346,1237,-1,TCP-SYN,Attack
557,557,of:0000000000000007,Port#:3,392,6325700,18932766,744,116,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,6303287,0,6303287,0,True,0,5,1346,1237,-1,TCP-SYN,Attack
558,558,of:0000000000000008,Port#:1,112,14723,131419,2151,116,0,0,0,0,4,556,8823,143,5,0,0,0,0,1,1351,95338,1351,95338,1351,True,0,8,3487,3390,-1,TCP-SYN,Attack
559,559,of:0000000000000008,Port#:2,744,18932766,6325700,392,116,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,3487,3390,-1,TCP-SYN,Attack
560,560,of:0000000000000008,Port#:3,2024,123050,14959,113,116,0,0,0,0,142,8757,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,3487,3390,-1,TCP-SYN,Attack
561,561,of:0000000000000005,Port#:1,402,6326225,6325532,388,116,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1366,1273,-1,TCP-SYN,Attack
562,562,of:0000000000000005,Port#:2,460,12621710,15001,114,116,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1366,1273,-1,TCP-SYN,Attack
563,563,of:0000000000000005,Port#:3,113,14793,15001,114,116,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,1366,1273,-1,TCP-SYN,Attack
564,564,of:0000000000000006,Port#:1,2050,12707522,130577,2137,116,0,0,0,0,170,2500964,8753,142,5,0,0,0,0,1,1292,94744,1292,94744,1292,True,0,9,4403,4300,-1,TCP-SYN,Attack
565,565,of:0000000000000006,Port#:2,114,15001,14793,113,116,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,9,4403,4300,-1,TCP-SYN,Attack
566,566,of:0000000000000006,Port#:3,2151,131419,14723,112,116,0,0,0,0,143,8823,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,9,4403,4300,-1,TCP-SYN,Attack
567,567,of:0000000000000009,Port#:1,2049,12707298,15001,114,116,0,0,0,0,171,2501018,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2552,2454,-1,TCP-SYN,Attack
568,568,of:0000000000000009,Port#:2,114,15001,14507,103,116,0,0,0,0,4,556,556,4,5,0,0,0,0,3,631414,6388768,631414,6388768,631414,True,0,6,2552,2454,-1,TCP-SYN,Attack
569,569,of:0000000000000009,Port#:3,114,15079,19010937,2224,116,0,0,0,0,4,560,2501018,171,5,0,0,0,0,4,0,0,0,0,0,True,0,6,2552,2454,-1,TCP-SYN,Attack
570,570,of:000000000000000c,Port#:1,581,12622949,12637763,688,126,0,0,0,0,44,3181,2495409,70,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2073,1971,-1,TCP-SYN,Attack
571,571,of:000000000000000c,Port#:2,237,16432,12622438,465,126,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2073,1971,-1,TCP-SYN,Attack
572,572,of:000000000000000c,Port#:3,1034,25244536,6349179,729,126,0,0,0,0,70,2495407,3461,46,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2073,1971,-1,TCP-SYN,Attack
573,573,of:000000000000000c,Port#:4,121,15905,6319070,292,126,0,0,0,0,2,278,350,3,5,0,0,0,0,4,0,0,0,0,0,True,0,6,2073,1971,-1,TCP-SYN,Attack
574,574,of:000000000000000a,Port#:1,345,23833,18926527,646,126,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,8,5049,4963,-1,TCP-SYN,Attack
575,575,of:000000000000000a,Port#:2,1899,104411,6415299,2071,126,0,0,0,0,94,5076,5356,96,5,0,0,0,0,2,-9061,0,-9061,0,-9061,True,0,8,5049,4963,-1,TCP-SYN,Attack
576,576,of:000000000000000a,Port#:3,119,15793,134042,2218,126,0,0,0,0,4,556,5356,96,5,0,0,0,0,3,0,0,0,0,0,True,0,8,5049,4963,-1,TCP-SYN,Attack
577,577,of:000000000000000a,Port#:4,2417,19021869,15919,120,126,0,0,0,0,98,5632,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,8,5049,4963,-1,TCP-SYN,Attack
578,578,of:000000000000000b,Port#:1,192,6304830,23566,231,126,0,0,0,0,1,70,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,533,473,-1,TCP-SYN,Attack
