,Unnamed: 0.1,Unnamed: 0,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
363,363,363,12,1016,11309,85,76,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,167,111,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,364,80,11019,11093,81,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,167,111,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
365,365,365,81,11093,11019,80,76,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,775,667,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,366,366,372,6322430,6314579,257,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,775,667,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
367,367,367,253,6314379,6322304,369,76,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,775,667,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
368,368,368,82,10941,70307,1119,76,0,0,0,0,4,556,6010,105,5,0,0,0,0,1,491,50629,491,50629,491,True,0,6,1907,1810,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,369,369,369,6322304,6314379,253,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1907,1810,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
370,370,370,1111,69943,11177,83,76,0,0,0,0,106,6084,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1907,1810,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
371,371,371,199,19082,6314253,250,76,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,787,695,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,372,372,257,6314567,11219,84,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,787,695,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
373,373,373,82,10941,11219,84,76,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,787,695,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
374,374,374,1070,6358446,69703,1110,76,0,0,0,0,104,5956,5956,104,5,0,0,0,0,1,496,50629,496,50629,496,True,0,8,2329,2227,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
375,375,375,84,11219,10941,82,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,2329,2227,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
376,376,376,1119,70307,10941,82,76,0,0,0,0,104,5956,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,2329,2227,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
377,377,377,1069,6358222,11219,84,76,0,0,0,0,105,6010,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1473,1375,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,378,378,84,11219,10893,77,76,0,0,0,0,4,556,556,4,5,0,0,0,0,3,491,6346433,491,6346433,491,True,0,6,1473,1375,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
379,379,379,84,11271,12661861,1244,76,0,0,0,0,4,560,6010,105,5,0,0,0,0,4,0,0,0,0,0,True,0,6,1473,1375,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
380,380,380,359,12607731,27275,313,86,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1419,1319,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,381,381,237,16432,12618672,436,86,0,0,0,0,40,2917,2364139,67,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1419,1319,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
382,382,382,660,12634116,6330279,480,86,0,0,0,0,67,2364137,3197,42,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1419,1319,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
383,383,383,91,12095,6315234,262,86,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,1419,1319,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
384,384,384,234,16234,12619055,439,86,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2851,2766,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
385,385,385,1022,55484,66779,1102,86,0,0,0,0,99,5346,5626,101,5,0,0,0,0,2,480,53838,480,53838,480,True,0,6,2851,2766,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
386,386,386,90,12053,81475,1315,86,0,0,0,0,2,278,5626,101,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2851,2766,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
387,387,387,1448,12673375,12153,91,86,0,0,0,0,101,5624,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,2851,2766,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
388,388,388,12,1012,12243,92,86,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,185,126,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389,389,389,91,12153,12153,91,86,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,185,126,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
390,390,390,298,6312076,6323101,375,86,0,0,0,0,0,0,278,2,5,0,0,0,0,1,630328,6303285,630328,6303285,630328,True,0,8,3140,3042,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
391,391,391,1371,12662349,82045,1325,86,0,0,0,0,98,5292,5570,100,5,0,0,0,0,2,-4903,0,-4903,0,-4903,True,0,8,3140,3042,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
392,392,392,87,11895,11927,87,86,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,8,3140,3042,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
393,393,393,1324,81875,6370014,1275,86,0,0,0,0,100,5570,5570,100,5,0,0,0,0,4,5383,53838,5383,53838,5383,True,0,8,3140,3042,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
394,394,394,88,11969,11853,86,86,0,0,0,0,2,278,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,2735,2643,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,395,395,1275,6370014,81875,1324,86,0,0,0,0,101,5624,5624,101,5,0,0,0,0,2,5383,53838,5383,53838,5383,True,0,6,2735,2643,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
396,396,396,1314,81229,6370014,1275,86,0,0,0,0,101,5624,5624,101,5,0,0,0,0,3,5383,53838,5383,53838,5383,True,0,6,2735,2643,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
397,397,397,186,6304415,19808,203,86,0,0,0,0,65,2363859,3195,42,5,0,0,0,0,1,0,0,0,0,0,True,0,6,838,743,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,398,398,126,8789,6315545,265,86,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,838,743,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,399,399,87,11927,11895,87,86,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,838,743,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,400,400,368,6322752,6323319,379,86,0,0,0,0,42,3195,2364137,67,5,0,0,0,0,4,236385,6303287,236385,6303287,236385,True,0,6,838,743,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,401,401,12,1016,12185,92,86,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,180,124,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,402,402,87,11895,11927,87,86,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,180,124,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
403,403,403,88,11969,11853,86,86,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1086,978,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,404,404,552,12626667,6323120,376,86,0,0,0,0,67,2364137,3195,42,5,0,0,0,0,2,291,7549,291,7549,291,True,0,6,1086,978,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
405,405,405,371,6322878,12626541,549,86,0,0,0,0,42,3195,2364137,67,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1086,978,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
406,406,406,89,11817,81875,1324,86,0,0,0,0,2,278,5570,100,5,0,0,0,0,1,5437,54378,5437,54378,5437,True,0,7,2426,2329,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
407,407,407,549,12626541,6322878,371,86,0,0,0,0,67,2364137,3195,42,5,0,0,0,0,2,0,0,0,0,0,True,0,7,2426,2329,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
408,408,408,1315,81475,12053,90,86,0,0,0,0,100,5572,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,7,2426,2329,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
409,409,409,379,6323319,6322752,368,86,0,0,0,0,67,2364137,3195,42,5,0,0,0,0,1,311,7549,311,7549,311,True,0,6,1100,1008,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410,410,410,264,6315443,12095,91,86,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1100,1008,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
411,411,411,89,11817,12095,91,86,0,0,0,0,2,278,278,2,5,0,0,0,0,4,249512,6303287,249512,6303287,249512,True,0,6,1100,1008,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
412,412,412,1275,6370014,81229,1314,86,0,0,0,0,100,5570,5570,100,5,0,0,0,0,1,5383,53838,5383,53838,5383,True,0,6,2753,2651,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,413,413,91,12095,11817,89,86,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2753,2651,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
414,414,414,1324,81875,11817,89,86,0,0,0,0,100,5570,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2753,2651,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
415,415,415,1274,6369790,12095,91,86,0,0,0,0,100,5570,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1709,1611,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
416,416,416,91,12095,11727,83,86,0,0,0,0,2,278,278,2,5,0,0,0,0,3,5437,54378,5437,54378,5437,True,0,5,1709,1611,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
417,417,417,91,12153,12673429,1449,86,0,0,0,0,2,280,5570,100,5,0,0,0,0,4,0,0,0,0,0,True,0,5,1709,1611,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
418,418,418,359,12607731,28157,320,96,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,1439,1339,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
419,419,419,237,16432,12619554,443,96,0,0,0,0,0,0,280,2,4,0,0,0,0,2,0,6303287,0,6303287,0,True,0,6,1439,1339,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
420,420,420,666,12634950,6331161,487,96,0,0,0,0,2,278,280,2,4,0,0,0,0,3,0,7549,0,7549,0,True,0,6,1439,1339,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
421,421,421,98,12971,6316116,269,96,0,0,0,0,2,278,280,2,4,0,0,0,0,4,0,0,0,0,0,True,0,6,1439,1339,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
422,422,422,345,23833,18923643,624,96,0,0,0,0,40,2917,2495424,70,5,0,0,0,0,1,249514,6303632,249514,6303632,249514,True,0,8,3545,3460,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
423,423,423,1213,65786,77963,1300,96,0,0,0,0,96,5184,5464,98,5,0,0,0,0,2,469,64152,469,64152,469,True,0,8,3545,3460,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
424,424,424,97,12929,92617,1512,96,0,0,0,0,2,278,5464,98,5,0,0,0,0,3,0,0,0,0,0,True,0,8,3545,3460,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
425,425,425,1646,12684553,13035,98,96,0,0,0,0,98,5462,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,8,3545,3460,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
426,426,426,191,6304760,20682,209,96,0,0,0,0,65,2363874,3131,41,5,0,0,0,0,1,0,0,0,0,0,True,0,6,488,429,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
427,427,427,209,20634,6316741,276,96,0,0,0,0,41,3131,2364154,67,5,0,0,0,0,2,249514,6303632,249514,6303632,249514,True,0,6,488,429,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
428,428,428,298,6312076,6323977,382,96,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,3545,3447,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,429,429,1562,12672651,93223,1523,96,0,0,0,0,96,5184,5462,98,5,0,0,0,0,2,469,64152,469,64152,469,True,0,6,3545,3447,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
430,430,430,94,12771,12761,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3545,3447,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
431,431,431,1522,93053,6381192,1473,96,0,0,0,0,98,5462,5462,98,5,0,0,0,0,4,469,64152,469,64152,469,True,0,6,3545,3447,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
432,432,432,94,12803,12729,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,3145,3053,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
433,433,433,1473,6381192,93053,1522,96,0,0,0,0,98,5462,5462,98,5,0,0,0,0,2,469,64152,469,64152,469,True,0,6,3145,3053,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
434,434,434,1511,92365,6381192,1473,96,0,0,0,0,98,5462,5462,98,5,0,0,0,0,3,469,64152,469,64152,469,True,0,6,3145,3053,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
435,435,435,186,6304415,20684,210,96,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,7549,0,7549,0,True,0,6,857,762,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,436,436,126,8789,6316421,272,96,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,857,762,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
437,437,437,93,12761,12771,94,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,857,762,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,438,438,374,6323586,6324195,386,96,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,6303287,0,6303287,0,True,0,6,857,762,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,439,439,12,1016,13061,99,96,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,193,137,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,440,94,12771,12761,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,193,137,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
441,441,441,94,12803,12729,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1112,1004,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
442,442,442,559,12627543,6323996,383,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,7549,0,7549,0,True,0,6,1112,1004,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
443,443,443,378,6323754,12627375,555,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,6303287,0,6303287,0,True,0,6,1112,1004,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
444,444,444,96,12693,93107,1523,96,0,0,0,0,2,278,5462,98,5,0,0,0,0,1,518,64638,518,64638,518,True,0,7,2643,2546,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,445,445,555,12627375,6323754,378,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,7549,0,7549,0,True,0,7,2643,2546,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
446,446,446,1513,92671,12929,97,96,0,0,0,0,98,5464,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,7,2643,2546,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
447,447,447,386,6324195,6323586,374,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,7549,0,7549,0,True,0,6,1128,1036,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
448,448,448,271,6316319,12971,98,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1128,1036,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
449,449,449,96,12693,12971,98,96,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,6303287,0,6303287,0,True,0,6,1128,1036,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
450,450,450,1474,6381246,92419,1512,96,0,0,0,0,98,5462,5462,98,5,0,0,0,0,1,469,64152,469,64152,469,True,0,6,3165,3063,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,451,451,98,12971,12693,96,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,3165,3063,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
452,452,452,1523,93107,12693,96,96,0,0,0,0,98,5462,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3165,3063,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
453,453,453,1472,6380968,12971,98,96,0,0,0,0,98,5462,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1928,1830,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
454,454,454,98,12971,12561,89,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,518,64638,518,64638,518,True,0,5,1928,1830,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
455,455,455,98,13035,12684607,1647,96,0,0,0,0,2,280,5462,98,5,0,0,0,0,4,0,0,0,0,0,True,0,5,1928,1830,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
456,456,456,473,12615524,6332680,502,106,0,0,0,0,42,3045,2364419,69,4,0,0,0,0,1,0,0,0,0,0,True,0,6,1752,1652,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,457,457,237,16432,12620716,452,106,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1752,1652,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
458,458,458,848,18939465,6340074,609,106,0,0,0,0,69,2364415,3605,46,4,0,0,0,0,3,0,0,0,0,0,True,0,6,1752,1652,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459,459,459,107,14125,6317278,278,106,0,0,0,0,4,556,560,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,1752,1652,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
460,460,460,345,23833,18924805,633,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,6303632,0,6303632,0,True,0,8,3942,3857,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461,461,461,1398,75776,89115,1494,106,0,0,0,0,92,4968,5528,96,5,0,0,0,0,2,448,74142,448,74142,448,True,0,8,3942,3857,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
462,462,462,106,14083,103727,1705,106,0,0,0,0,4,556,5528,96,5,0,0,0,0,3,0,0,0,0,0,True,0,8,3942,3857,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
463,463,463,1840,12695697,14197,107,106,0,0,0,0,96,5524,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,8,3942,3857,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
464,464,464,191,6304760,21844,218,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,506,447,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,465,465,218,21796,6317903,285,106,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,6303632,0,6303632,0,True,0,6,506,447,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
466,466,466,298,6312076,6325131,391,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,4229,4131,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
467,467,467,1921,18986044,112118,1830,106,0,0,0,0,159,2500043,8581,138,5,0,0,0,0,2,759,81819,759,81819,759,True,0,8,4229,4131,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
468,468,468,102,13883,13915,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,4229,4131,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
469,469,469,1830,111990,6392336,1667,106,0,0,0,0,138,8581,5470,95,5,0,0,0,0,4,448,74142,448,74142,448,True,0,8,4229,4131,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
470,470,470,103,13957,13841,101,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,7,3663,3571,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
471,471,471,1667,6392336,111990,1830,106,0,0,0,0,96,5524,8635,139,5,0,0,0,0,2,847,81819,847,81819,847,True,0,7,3663,3571,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
472,472,472,1818,111260,6392336,1667,106,0,0,0,0,139,8635,5524,96,5,0,0,0,0,3,496,74142,496,74142,496,True,0,7,3663,3571,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
473,473,473,186,6304415,21838,219,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,882,787,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,474,474,126,8789,6317575,281,106,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,882,787,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,475,475,102,13915,13883,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,882,787,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
476,476,476,382,6324698,6325349,395,106,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,882,787,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,477,477,12,1016,14215,108,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,210,154,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,478,478,102,13883,13915,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,210,154,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
479,479,479,103,13957,13841,101,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1319,1211,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
480,480,480,741,18932058,6325150,392,106,0,0,0,0,69,2364415,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1319,1211,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
481,481,481,386,6324866,18931890,737,106,0,0,0,0,4,556,2364415,69,5,0,0,0,0,3,630328,6303287,630328,6303287,630328,True,0,5,1319,1211,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
482,482,482,105,13847,111990,1830,106,0,0,0,0,4,556,8581,138,5,0,0,0,0,1,1718,81819,1718,81819,1718,True,0,7,3140,3043,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,483,483,737,18931890,6324866,386,106,0,0,0,0,72,2495685,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,7,3140,3043,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
484,484,484,1705,103727,14083,106,106,0,0,0,0,95,5474,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,3140,3043,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
485,485,485,395,6325349,6324698,382,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1338,1245,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,486,486,453,12620834,14125,107,106,0,0,0,0,72,2495685,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1338,1245,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
487,487,487,106,13917,14125,107,106,0,0,0,0,5,626,556,4,5,0,0,0,0,4,630328,6303287,630328,6303287,630328,True,0,5,1338,1245,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
488,488,488,1668,6392390,111314,1819,106,0,0,0,0,96,5524,8635,139,5,0,0,0,0,1,847,81819,847,81819,847,True,0,7,3685,3583,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,489,489,107,14125,13917,106,106,0,0,0,0,4,556,626,5,5,0,0,0,0,2,0,0,0,0,0,True,0,7,3685,3583,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
490,490,490,1831,112044,13847,105,106,0,0,0,0,139,8635,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,3685,3583,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
491,491,491,1666,6392112,14125,107,106,0,0,0,0,96,5524,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,5,2149,2051,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492,492,492,107,14125,13673,97,106,0,0,0,0,4,556,556,4,4,0,0,0,0,3,491,74628,491,74628,491,True,0,5,2149,2051,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
493,493,493,107,14197,12695751,1841,106,0,0,0,0,4,560,5524,96,4,0,0,0,0,4,0,0,0,0,0,True,0,5,2149,2051,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
494,494,494,309,6312790,6330233,431,156,0,0,0,0,0,0,602,5,5,0,0,0,0,1,0,7218,0,7218,0,True,0,6,2445,2350,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
