,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Active Flow Entries,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
214,3818,12808289,19134974,4331,211,97,5578,5578,97,5,2,507,176472,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
215,4326,19134764,12630437,520,211,97,5578,556,4,5,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
216,184,24112,12631024,533,211,4,556,556,4,5,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217,520,12630437,19134764,4326,211,4,556,5578,97,5,2,507,176472,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
218,1489,31571504,23944,180,211,4,560,556,4,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
219,3819,12808363,19142453,4434,211,97,5578,5578,97,5,1,507,176472,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,184,24112,24186,185,211,4,556,556,4,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
221,304,32305,24112,184,211,4,556,556,4,5,4,507,176472,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
222,1085,12668888,12630268,515,211,4,556,556,4,5,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,184,24112,32305,304,211,4,556,556,4,5,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
224,533,12631024,24112,184,211,4,556,556,4,5,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
225,1086,12668930,32305,304,211,4,556,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,3471,201490,23398,167,211,98,5620,556,4,5,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
227,185,24294,25275889,1435,211,4,560,556,4,5,4,507,176472,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
228,362,12607952,40285,412,221,0,0,560,4,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,774,6344610,31550375,1179,221,21,1663,526709,28,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
230,925,18949969,219645,3762,221,27,526635,5474,95,5,3,453,186462,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
231,3664,212398,12648149,775,221,95,5470,2223,25,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
232,1270,37836184,12677981,1208,221,0,0,560,4,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,601,12624321,12647429,763,221,20,394809,2025,22,5,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
234,186,24778,37875771,1669,221,4,556,395369,24,5,3,65734,6303353,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
235,1555,25284544,25134,191,221,22,2021,560,4,5,5,0,12606912,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
236,3892,6507817,12827992,4136,221,91,4914,5474,95,5,1,491,12793806,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,542,12632162,40750,419,221,4,560,560,4,5,2,1550,15500,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0
238,411,6319819,12639331,647,221,0,0,556,4,5,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,128,8977,6328629,367,221,0,0,556,4,5,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
240,299,32445,6335510,462,221,4,556,556,4,5,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
241,712,18935261,40366,415,221,4,556,556,4,5,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
242,1029,18957285,24694,184,221,4,556,556,4,5,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,415,40366,18935261,712,221,4,556,556,4,5,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
244,521,12631102,12669722,1091,221,4,556,556,4,5,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
245,3594,195964,6515713,3834,221,91,4914,5470,95,5,1,453,186462,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,645,18918883,6350961,692,221,0,0,556,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
247,750,12646700,6345036,607,221,4,556,556,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,4624,19153223,12819133,4009,221,95,5470,5470,95,5,4,453,186462,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,583,12623084,12648455,781,221,0,0,556,4,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,607,6345036,12646700,750,221,4,556,556,4,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
251,179,24484,24694,184,221,4,556,556,4,5,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,4009,12819113,19145798,4522,221,95,5470,5470,95,5,2,453,186462,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
253,4517,19145588,12631271,526,221,95,5470,556,4,5,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
254,190,24946,12631858,539,221,4,556,556,4,5,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
255,526,12631271,19145588,4517,221,4,556,5470,95,5,2,453,186462,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
256,1669,37875771,24778,186,221,24,395369,556,4,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
257,4010,12819187,19153277,4625,221,95,5470,5470,95,5,1,453,186462,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,190,24946,25020,191,221,4,556,556,4,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
259,310,33139,24946,190,221,4,556,556,4,5,4,453,186462,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
260,1091,12669722,12631102,521,221,4,556,556,4,4,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,190,24946,33139,310,221,4,556,556,4,4,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
262,539,12631858,24946,190,221,4,556,556,4,4,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
263,1092,12669764,33139,310,221,4,556,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,3662,212314,24232,173,221,95,5470,556,4,5,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
265,191,25134,25284544,1555,221,4,560,2219,25,5,4,453,186462,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
266,358,12607661,24356,290,56,62,2232589,3477,44,5,1,337,7747,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,124,8697,6312392,240,56,0,0,560,4,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
268,464,6327854,6319821,348,56,44,3473,560,4,5,3,0,6303286,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
269,69,9264,6312315,239,56,5,626,2233149,66,5,4,630328,6303287,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
270,122,8565,6312775,243,56,42,3049,2364419,69,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
271,429,23458,31904,487,56,94,5076,5636,98,5,2,464,21978,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
272,67,9152,39127,592,56,4,556,8685,140,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
273,660,6335157,9234,68,56,163,2369491,560,4,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
274,11,942,9324,69,56,0,0,560,4,4,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,68,9234,9234,68,56,4,560,560,4,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
276,10,856,9284,69,56,0,0,556,4,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,604,6326922,39483,598,56,94,5076,5632,98,5,2,464,21978,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
278,66,9078,9068,65,56,4,556,556,4,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
279,598,39419,31866,488,56,98,5632,5702,99,5,4,464,21978,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
280,65,9068,9078,66,56,4,556,556,4,5,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,488,31866,39419,598,56,99,5702,5632,98,5,2,475,21978,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
282,591,38899,31796,487,56,98,5632,5632,98,5,3,475,21978,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
283,11,942,9354,70,56,0,0,626,5,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,125,8719,6312644,242,56,0,0,556,4,5,2,0,6303286,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,66,9138,9078,66,56,5,626,556,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
286,236,6312312,17057,183,56,4,556,556,4,5,4,0,7747,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,11,946,9284,69,56,0,0,556,4,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,66,9078,9138,66,56,4,556,626,5,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
289,66,9138,9078,66,56,5,626,556,4,5,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,356,6320405,6312554,241,56,4,556,556,4,5,2,0,6303286,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291,239,6312438,6320279,353,56,4,556,556,4,5,3,774,7747,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
292,66,8916,39489,599,56,4,556,5702,99,5,1,459,21978,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,353,6320279,6312438,239,56,4,556,556,4,5,2,0,6303286,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0
294,592,39127,9152,67,56,138,8553,556,4,5,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
295,183,17057,6312312,236,56,4,556,556,4,5,1,0,6303286,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,241,6312542,9194,68,56,4,556,556,4,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
297,67,8986,9194,68,56,5,626,556,4,5,4,774,7747,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
298,488,31850,38953,592,56,98,5632,5632,98,4,1,475,21978,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
299,68,9194,8986,67,56,4,556,626,5,4,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
300,600,39543,8916,66,56,99,5702,556,4,4,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
301,486,31572,9194,68,56,98,5632,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302,68,9194,8952,63,56,4,556,556,4,5,3,223766,6325751,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
303,68,9234,6335211,661,56,4,560,2238221,160,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
304,358,12607661,25441,298,66,0,0,763,5,5,1,0,7417,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
305,124,8697,6313477,248,66,0,0,763,5,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
306,472,6328933,6320864,355,66,5,759,763,5,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
307,77,10343,6313470,248,66,5,759,833,6,5,4,0,6303287,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
308,234,16234,12617221,424,66,44,3185,2364622,70,5,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,622,33884,43345,687,66,97,5242,5935,101,5,2,464,32292,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0
310,75,10231,58125,902,66,5,759,9050,144,5,3,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0
311,1033,12649953,10319,76,66,166,2369790,763,5,5,5,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1
312,12,1012,10479,78,66,1,70,833,6,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
313,77,10389,10389,77,66,6,833,833,6,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
314,185,6304329,17990,188,66,66,2363929,3944,49,5,1,311,7483,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315,798,6337402,51042,800,66,96,5172,5931,101,5,2,464,32292,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
316,74,10185,10217,74,66,5,759,829,6,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
317,911,58577,6346716,862,66,145,9116,2369790,166,5,4,236850,6335579,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
318,73,10147,10185,74,66,5,759,759,5,5,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,861,6346662,58523,910,66,166,2369790,9116,145,5,2,793,39775,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0
320,901,57891,6346662,861,66,144,9046,2369860,167,5,3,249988,6335579,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
321,12,1012,10433,78,66,1,70,759,5,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,126,8789,6313723,250,66,1,70,759,5,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,74,10217,10115,73,66,5,759,759,5,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
324,244,6313419,18136,191,66,6,829,759,5,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,12,1016,10433,78,66,0,0,829,6,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,73,10115,10217,74,66,5,759,759,5,4,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
327,74,10217,10185,74,66,5,759,829,6,5,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
328,365,6321554,6313703,250,66,5,759,759,5,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
329,246,6313475,6321358,361,66,5,759,759,5,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
330,75,10065,58577,911,66,5,759,9046,144,5,1,1779,39775,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,361,6321358,6313475,246,66,5,759,759,5,5,2,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0
332,903,58179,10231,75,66,144,9050,759,5,5,3,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
333,191,18136,6313419,244,66,5,759,829,6,4,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,249,6313621,10273,76,66,5,759,759,5,4,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
335,75,10065,10343,77,66,5,759,759,5,4,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
336,862,6346716,57945,902,66,167,2369860,9046,144,5,1,1779,39775,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,77,10343,10065,75,66,5,759,759,5,5,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
338,911,58577,10065,75,66,144,9046,759,5,5,3,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0
339,860,6346422,10343,77,66,164,2238574,829,6,5,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,77,10343,9989,70,66,5,759,759,5,5,3,631311,6335579,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0
341,76,10319,12650061,1035,66,5,763,2238574,164,5,4,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0
342,359,12607731,26393,306,76,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
343,125,8767,6314429,256,76,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
344,480,6329879,6321774,362,76,4,556,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
345,84,11219,6314352,255,76,4,556,560,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
346,234,16234,12618173,432,76,0,0,560,4,5,1,630328,6303287,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,823,44738,55151,896,76,100,5400,5960,104,5,2,491,43146,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
348,83,11177,69889,1110,76,4,556,6030,105,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
349,1242,12661753,11271,84,76,104,5956,560,4,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
350,12,1012,11361,85,76,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
351,84,11271,11271,84,76,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
352,298,6312076,6322225,368,76,41,2999,2364413,69,5,1,630328,6310768,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,1172,12651603,70423,1119,76,165,2369257,8955,145,5,2,791,50777,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0
354,80,11019,11093,81,76,4,556,556,4,5,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0
355,1118,70253,6358392,1069,76,104,5956,5956,104,5,4,491,6346433,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
356,81,11093,11019,80,76,4,556,556,4,5,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,1069,6358392,70253,1118,76,104,5956,5956,104,5,2,496,50629,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0
358,1109,69649,6358392,1069,76,104,5956,5956,104,5,3,496,6346433,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
359,12,1012,11309,85,76,0,0,556,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,126,8789,6314669,258,76,0,0,556,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,81,11093,11019,80,76,4,556,556,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
362,250,6314253,19082,199,76,4,556,556,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,12,1016,11309,85,76,0,0,556,4,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,80,11019,11093,81,76,4,556,556,4,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
365,81,11093,11019,80,76,4,556,556,4,5,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,372,6322430,6314579,257,76,4,556,556,4,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
367,253,6314379,6322304,369,76,4,556,556,4,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
368,82,10941,70307,1119,76,4,556,6010,105,5,1,491,50629,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,369,6322304,6314379,253,76,4,556,556,4,5,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
370,1111,69943,11177,83,76,106,6084,556,4,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
371,199,19082,6314253,250,76,4,556,556,4,5,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,257,6314567,11219,84,76,4,556,556,4,5,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
373,82,10941,11219,84,76,4,556,556,4,5,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
374,1070,6358446,69703,1110,76,104,5956,5956,104,5,1,496,50629,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
375,84,11219,10941,82,76,4,556,556,4,5,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
376,1119,70307,10941,82,76,104,5956,556,4,5,3,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0
377,1069,6358222,11219,84,76,105,6010,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,84,11219,10893,77,76,4,556,556,4,5,3,491,6346433,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
379,84,11271,12661861,1244,76,4,560,6010,105,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
380,359,12607731,27275,313,86,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,237,16432,12618672,436,86,40,2917,2364139,67,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
382,660,12634116,6330279,480,86,67,2364137,3197,42,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
383,91,12095,6315234,262,86,2,278,280,2,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
384,234,16234,12619055,439,86,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
385,1022,55484,66779,1102,86,99,5346,5626,101,5,2,480,53838,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
386,90,12053,81475,1315,86,2,278,5626,101,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
387,1448,12673375,12153,91,86,101,5624,280,2,5,5,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
388,12,1012,12243,92,86,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389,91,12153,12153,91,86,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
390,298,6312076,6323101,375,86,0,0,278,2,5,1,630328,6303285,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
391,1371,12662349,82045,1325,86,98,5292,5570,100,5,2,-4903,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
392,87,11895,11927,87,86,2,278,278,2,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
393,1324,81875,6370014,1275,86,100,5570,5570,100,5,4,5383,53838,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
394,88,11969,11853,86,86,2,278,278,2,4,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,1275,6370014,81875,1324,86,101,5624,5624,101,5,2,5383,53838,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
396,1314,81229,6370014,1275,86,101,5624,5624,101,5,3,5383,53838,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
397,186,6304415,19808,203,86,65,2363859,3195,42,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,126,8789,6315545,265,86,0,0,278,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,87,11927,11895,87,86,2,278,278,2,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,368,6322752,6323319,379,86,42,3195,2364137,67,5,4,236385,6303287,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,12,1016,12185,92,86,0,0,278,2,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,87,11895,11927,87,86,2,278,278,2,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
403,88,11969,11853,86,86,2,278,278,2,5,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,552,12626667,6323120,376,86,67,2364137,3195,42,5,2,291,7549,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
405,371,6322878,12626541,549,86,42,3195,2364137,67,5,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
406,89,11817,81875,1324,86,2,278,5570,100,5,1,5437,54378,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
407,549,12626541,6322878,371,86,67,2364137,3195,42,5,2,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0
408,1315,81475,12053,90,86,100,5572,278,2,5,3,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
409,379,6323319,6322752,368,86,67,2364137,3195,42,5,1,311,7549,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410,264,6315443,12095,91,86,2,278,278,2,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
411,89,11817,12095,91,86,2,278,278,2,5,4,249512,6303287,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
412,1275,6370014,81229,1314,86,100,5570,5570,100,5,1,5383,53838,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,91,12095,11817,89,86,2,278,278,2,5,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
414,1324,81875,11817,89,86,100,5570,278,2,5,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
415,1274,6369790,12095,91,86,100,5570,278,2,5,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
416,91,12095,11727,83,86,2,278,278,2,5,3,5437,54378,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
417,91,12153,12673429,1449,86,2,280,5570,100,5,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0
418,359,12607731,28157,320,96,0,0,280,2,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
419,237,16432,12619554,443,96,0,0,280,2,4,2,0,6303287,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
420,666,12634950,6331161,487,96,2,278,280,2,4,3,0,7549,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
421,98,12971,6316116,269,96,2,278,280,2,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
422,345,23833,18923643,624,96,40,2917,2495424,70,5,1,249514,6303632,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
423,1213,65786,77963,1300,96,96,5184,5464,98,5,2,469,64152,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
424,97,12929,92617,1512,96,2,278,5464,98,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
425,1646,12684553,13035,98,96,98,5462,280,2,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
426,191,6304760,20682,209,96,65,2363874,3131,41,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
427,209,20634,6316741,276,96,41,3131,2364154,67,5,2,249514,6303632,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
428,298,6312076,6323977,382,96,0,0,278,2,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,1562,12672651,93223,1523,96,96,5184,5462,98,5,2,469,64152,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
430,94,12771,12761,93,96,2,278,278,2,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
431,1522,93053,6381192,1473,96,98,5462,5462,98,5,4,469,64152,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
