,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Active Flow Entries,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
9856,514,6345344,6353623,633,396,2,280,280,2,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9857,225,6307238,50326,461,396,0,0,278,2,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9858,326,6314148,6354165,641,396,0,0,278,2,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9859,735,6360812,6366939,819,396,2,278,278,2,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9860,878,6370241,49684,455,396,2,278,278,2,5,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9861,687,12648925,39629,297,396,2,278,278,2,5,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9862,455,49684,6370241,878,396,2,278,278,2,5,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9863,427,48906,49586,454,396,2,278,278,2,5,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9864,887,18935650,18976233,1211,396,0,0,278,2,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9865,429,6321239,12657432,813,396,104,4070388,4449,61,5,2,631052,6310526,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9866,1044,25256657,63733,651,396,2,278,278,2,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9867,998,12671249,18960151,977,396,61,4449,4070666,106,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9868,1053,31529897,6383321,1065,396,0,0,278,2,5,1,0,0,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9869,651,63733,25256657,1044,396,2,278,278,2,5,2,0,0,405,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9870,686,12648827,6358976,702,396,2,278,278,2,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9871,989,18961103,41099,332,396,106,4070666,278,2,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9872,585,6350925,31568355,1337,396,2,278,4070666,106,5,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9873,332,41099,6376823,974,396,2,278,4515,62,5,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9874,1337,31568355,6350925,585,396,109,4201936,278,2,5,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9875,1380,18989101,31575744,1449,396,62,4517,4201936,109,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9876,977,18960151,12671249,998,396,106,4070666,4449,61,5,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9877,715,12650812,41099,332,396,2,278,278,2,5,3,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9878,858,6368806,6345429,517,396,61,4449,278,2,5,4,630337,6303372,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9879,454,49586,48906,427,396,2,278,278,2,5,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9880,517,6345429,6368806,858,396,2,278,4449,61,5,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9881,974,6376823,41099,332,396,61,4449,278,2,5,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9882,639,6353916,42779,356,396,2,278,278,2,5,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9883,338,41575,47260,404,396,2,278,278,2,5,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9884,356,43037,41099,332,396,2,280,278,2,5,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9885,509,12618128,6362153,747,406,105,4070435,3478,46,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9886,807,12638724,25271968,1262,406,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9887,1082,18967977,12671546,996,406,2,278,280,2,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9888,651,6355226,50248,455,406,2,278,280,2,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9889,1159,25245804,25286528,1474,406,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9890,260,18130,12651368,715,406,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9891,1455,31576578,18989941,1386,406,2,278,280,2,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9892,338,41933,43877,362,406,2,278,280,2,5,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9893,426,6321042,12659122,828,406,44,3198,4070715,107,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9894,520,6346184,6354463,639,406,2,280,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9895,225,6307238,51160,467,406,0,0,278,2,5,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9896,326,6314148,6354999,647,406,0,0,278,2,5,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9897,741,6361646,6367773,825,406,2,278,278,2,5,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9898,884,6371075,50518,461,406,2,278,278,2,5,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9899,693,12649759,40463,303,406,2,278,278,2,5,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9900,461,50518,6371075,884,406,2,278,278,2,5,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9901,433,49740,50420,460,406,2,278,278,2,5,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9902,887,18935650,18977067,1217,406,0,0,278,2,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,429,6321239,12658266,819,406,0,0,278,2,5,2,721,7219,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9904,1050,25257491,64567,657,406,2,278,278,2,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9905,1004,12672083,18960985,983,406,2,278,278,2,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9906,1053,31529897,6384155,1071,406,0,0,278,2,5,1,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9907,657,64567,25257491,1050,406,2,278,278,2,5,2,0,0,404,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9908,692,12649661,6359810,708,406,2,278,278,2,5,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9909,995,18961937,41933,338,406,2,278,278,2,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9910,591,6351759,31569189,1343,406,2,278,278,2,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9911,338,41933,6377657,980,406,2,278,278,2,5,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9912,1343,31569189,6351759,591,406,2,278,278,2,5,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9913,1386,18989941,31576578,1455,406,2,280,278,2,5,3,0,6303372,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9914,983,18960985,12672083,1004,406,2,278,278,2,5,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9915,721,12651646,41933,338,406,2,278,278,2,5,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9916,864,6369640,6346263,523,406,2,278,278,2,5,4,0,6303372,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9917,460,50420,49740,433,406,2,278,278,2,5,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9918,523,6346263,6369640,864,406,2,278,278,2,5,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9919,980,6377657,41933,338,406,2,278,278,2,5,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9920,645,6354750,43613,362,406,2,278,278,2,5,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9921,344,42409,48094,410,406,2,278,278,2,5,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9922,362,43877,41933,338,406,2,280,278,2,5,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9923,2535,63089198,44393377,3742,2066,0,0,560,4,5,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9924,2232,37902675,69576475,3993,2066,0,0,560,4,5,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9925,3696,50680445,50693394,3854,2066,4,556,560,4,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9926,3594,50673249,12807578,1879,2066,78,5717,560,4,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9927,3858,88346076,82242473,5201,2066,0,0,560,4,5,1,0,0,605,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9928,3121,75712354,57018070,4352,2066,0,0,560,4,5,2,0,0,605,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9929,5863,101161166,82256922,5398,2066,4,556,5777457,147,5,3,0,0,605,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9930,1416,191472,44354675,3184,2066,4,556,560,4,5,4,0,0,605,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9931,3871,75764014,101137257,5497,2066,140,5645627,5721,78,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9932,3408,56952998,57030134,4529,2066,4,560,5646187,144,5,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9933,1994,50469106,31768892,3157,2066,0,0,556,4,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9934,1921,44142883,38065339,3230,2066,0,0,556,4,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9935,2808,19162115,31746198,2820,2066,4,556,556,4,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9936,5182,88531057,25428370,2447,2066,4,556,556,4,5,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9937,2463,25429786,189932,1380,2066,4,556,556,4,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9938,2447,25428370,88531057,5182,2066,4,556,556,4,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9939,3814,56980836,25428202,2445,2066,4,556,556,4,5,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9940,3140,69422291,69583467,4547,2066,77,5359,5777453,147,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,1678,31572958,44354459,3196,2066,0,0,556,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9942,3237,38066206,25478851,3173,2066,4,556,556,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9943,5143,88499963,63287093,4044,2066,147,5777453,5915,81,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9944,2340,50492776,50679888,3690,2066,0,0,556,4,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9945,3173,25478851,38066206,3237,2066,4,556,556,4,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9946,2462,25429688,31738165,2702,2066,4,556,556,4,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9947,4965,75933432,191472,1416,2066,81,5915,556,4,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9948,2238,19123325,94852499,5609,2066,4,556,556,4,5,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9949,1415,191402,57028429,4523,2066,4,556,5777453,147,5,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9950,5609,94852499,19123325,2238,2066,4,556,556,4,5,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9951,5398,82256922,101161166,5863,2066,147,5777457,556,4,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9952,4044,63287093,88499963,5143,2066,81,5915,5777453,147,5,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9953,4424,75866548,191472,1416,2066,4,556,556,4,5,3,0,6303355,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9954,3847,44398972,19117370,2163,2066,147,5777453,556,4,5,4,528,5754,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9955,2445,25428202,56980836,3814,2066,4,556,556,4,5,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9956,2163,19117370,44398972,3847,2066,4,556,5777453,147,5,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9957,4523,57028429,191402,1415,2066,147,5777453,556,4,5,4,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9958,3193,44354170,44353269,3183,2066,4,556,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9959,1818,6510621,12804422,1835,2066,78,5717,556,4,5,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9960,3184,44354675,191472,1416,2066,4,560,556,4,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9961,1558,31564759,38028467,2840,1847,95,3676577,3873,50,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9962,1568,31565386,38029704,2858,1847,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9963,1461,183635,19117083,2293,1847,4,556,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9964,4444,75886406,44348846,3263,1847,50,3869,3677137,99,5,4,183879,6303305,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9965,2453,50500887,63265860,3881,1847,46,3313,3677137,99,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9966,1237,31542626,19118973,2330,1847,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9967,1255,169153,6487184,1607,1847,4,556,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9968,4303,63293753,82175116,4390,1847,99,3677133,3873,50,5,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9969,1310,37839123,12821692,2244,1847,0,0,560,4,4,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9970,1730,6494538,31696334,2253,1847,4,560,560,4,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9971,1799,44164318,31740050,2901,1847,0,0,556,4,5,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9972,1139,12661515,44310766,2725,1847,0,0,556,4,5,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9973,2043,12806754,31708130,2430,1847,4,556,556,4,5,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9974,2883,50612941,19140578,2661,1847,4,556,556,4,5,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9975,2293,25406766,12815385,2160,1847,4,556,556,4,5,1,0,0,504,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9976,2661,19140578,50612941,2883,1847,4,556,556,4,5,2,0,0,504,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9977,3197,50635545,6480959,1550,1847,4,556,556,4,5,3,0,0,504,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9978,727,12633118,19095970,2015,1847,0,0,556,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9979,1469,44141567,12829975,2386,1847,0,0,556,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9980,1920,12798530,12782495,1690,1847,4,556,556,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9981,1209,167165,12777217,1620,1847,4,556,556,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9982,1512,25270032,44323918,2915,1847,0,0,556,4,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9983,1690,12782495,12798530,1920,1847,4,556,556,4,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9984,2828,25443747,167585,1219,1847,4,556,556,4,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9985,3033,44332102,19117559,2331,1847,4,556,556,4,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9986,2294,19115949,183593,1460,1847,4,556,556,4,5,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9987,1254,168917,6487996,1653,1847,4,556,556,4,5,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9988,1460,183593,19115949,2294,1847,4,556,556,4,5,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9989,1607,6487184,169153,1255,1847,4,560,556,4,5,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9990,1620,12777217,167165,1209,1847,4,556,556,4,5,2,0,0,504,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9991,2668,31723900,38043492,3080,1847,4,556,556,4,5,4,0,0,504,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9992,1558,31564759,38029307,2846,1857,0,0,280,2,4,1,0,6625,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9993,1568,31565386,38030544,2864,1857,0,0,280,2,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9994,1467,184469,19117923,2299,1857,2,278,280,2,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9995,4450,75887240,44349686,3269,1857,2,278,280,2,4,4,0,6303305,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9996,2453,50500887,63266700,3887,1857,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9997,1237,31542626,19119813,2336,1857,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9998,1261,169987,6488024,1613,1857,2,278,280,2,4,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9999,4309,63294587,82175956,4396,1857,2,278,280,2,5,4,662,6625,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000,1310,37839123,12822532,2250,1857,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10001,1736,6495378,31697174,2259,1857,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10002,1799,44164318,31740884,2907,1857,0,0,278,2,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10003,1244,12668761,50615046,2905,1857,51,3662,3808126,100,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10004,2223,19111034,31716210,2541,1857,100,3808126,3940,53,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10005,2889,50613775,19141412,2667,1857,2,278,278,2,5,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10006,2299,25407600,12816219,2166,1857,2,278,278,2,5,1,0,0,504,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10007,2667,19141412,50613775,2889,1857,2,278,278,2,5,2,0,0,504,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10008,3203,50636379,6481793,1556,1857,2,278,278,2,5,3,0,0,504,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10009,727,12633118,19096804,2021,1857,0,0,278,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,1469,44141567,12830809,2392,1857,0,0,278,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10011,1926,12799364,12783329,1696,1857,2,278,278,2,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10012,1215,167999,12778051,1626,1857,2,278,278,2,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10013,1686,31573478,44331998,3026,1857,98,3807848,3940,53,4,1,717,7172,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10014,1696,12783329,12799364,1926,1857,2,278,278,2,4,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10015,2834,25444581,168419,1225,1857,2,278,278,2,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10016,3039,44332936,19118393,2337,1857,2,278,278,2,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10017,2300,19116783,184427,1466,1857,2,278,278,2,5,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10018,1260,169751,6488830,1659,1857,2,278,278,2,5,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10019,1466,184427,19116783,2300,1857,2,278,278,2,5,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10020,1613,6488024,169987,1261,1857,2,280,278,2,5,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10021,1626,12778051,167999,1215,1857,2,278,278,2,5,2,0,0,504,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10022,2674,31724734,38044326,3086,1857,2,278,278,2,5,4,0,0,504,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10023,1558,31564759,38030147,2852,1867,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10024,1568,31565386,38031384,2870,1867,0,0,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10025,1473,185303,19118763,2305,1867,2,278,280,2,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10026,4456,75888074,44350526,3275,1867,2,278,280,2,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10027,2557,50508047,69570901,4066,1867,48,3444,3808109,100,5,1,630328,6303287,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10028,1237,31542626,19120653,2342,1867,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10029,1267,170821,6488864,1619,1867,2,278,280,2,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10030,4488,69598782,82183956,4506,1867,100,3808107,3724,50,5,4,708,7086,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10031,1310,37839123,12823372,2256,1867,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10032,1742,6496218,31698014,2265,1867,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10033,1799,44164318,31741718,2913,1867,0,0,278,2,4,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10034,1244,12668761,50615880,2911,1867,0,0,278,2,4,2,630337,6303372,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10035,2402,25415229,31724204,2651,1867,100,3808107,3722,50,4,3,516,12332,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10036,2895,50614609,25445607,2846,1867,2,278,3808107,100,4,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10037,2305,25408434,12817053,2172,1867,2,278,278,2,5,1,0,0,505,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10038,2846,25445607,50614609,2895,1867,100,3808107,278,2,5,2,0,0,505,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10039,3209,50637213,6482627,1562,1867,2,278,278,2,5,3,0,0,505,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10040,727,12633118,19097638,2027,1867,0,0,278,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,1469,44141567,12831643,2398,1867,0,0,278,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10042,1932,12800198,12784163,1702,1867,2,278,278,2,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10043,1221,168833,12778885,1632,1867,2,278,278,2,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10044,1859,37876839,44339992,3136,1867,98,3807829,3722,50,5,1,225,14258,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,1702,12784163,12800198,1932,1867,2,278,278,2,5,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10046,3013,31748776,169253,1231,1867,100,3808107,278,2,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10047,3045,44333770,19119227,2343,1867,2,278,278,2,5,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10048,2306,19117617,185261,1472,1867,2,278,278,2,5,4,341401,6303287,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10049,1266,170585,6489664,1665,1867,2,278,278,2,5,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10050,1472,185261,19117617,2306,1867,2,278,278,2,5,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10051,1619,6488864,170821,1267,1867,2,280,278,2,5,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10052,1632,12778885,168833,1221,1867,2,278,278,2,5,2,357,7086,505,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10053,2680,31725568,38052320,3196,1867,2,278,3722,50,5,4,0,0,505,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10054,1677,31572910,44335486,3046,1877,45,3247,3808389,102,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10055,1568,31565386,38032504,2878,1877,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10056,1481,186415,19128034,2432,1877,4,556,3807,49,5,3,199,8077,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10057,4650,82193405,44351646,3283,1877,102,3808385,560,4,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10058,2557,50508047,69572021,4074,1877,0,0,560,4,5,1,0,6303287,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10059,1237,31542626,19121773,2350,1877,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10060,1275,171933,6489984,1627,1877,4,556,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10061,4496,69599894,82185076,4514,1877,4,556,560,4,5,4,0,7086,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10062,1310,37839123,12824492,2264,1877,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10063,1750,6497338,31699134,2273,1877,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
